District,Taluk,Area,DemandProducts,Cost_of_Living,Population,Avg_Income,Competition_Index,Footfall_Potential,AvgRent2BHK,MetroAccess,CrimeReportedCitywide,CrimeDetectedCitywide,AgeGroup,metro_binary,demand_token_count,success_score
Bangalore Urban,Yelahanka,Yelahanka Air Force Station Stage 9,"Cafeteria, Groceries, Pharmacy",41545,204403,52804,9,1981,,No,12627.0,3603 (28.5%),25-44,0,3,0.21680446915545384
Bangalore Urban,Yelahanka,CRPF Campus Yelahanka Phase 9,"Cafeteria, Groceries, Pharmacy",41689,68901,30379,3,6899,,No,12627.0,3603 (28.5%),25-44,0,3,0.5311440839147454
Bangalore Urban,Yelahanka,Doddajala Block 9,"Real Estate, Hotels, Restaurants",31174,382130,74664,4,4686,,No,12627.0,3603 (28.5%),25-44,0,3,0.5720390770002963
Bangalore Urban,Yelahanka,Chikkajala Cross 9,"Real Estate, Hotels, Restaurants",108461,214488,42766,9,8722,,No,12627.0,3603 (28.5%),25-44,0,3,0.4728526542699969
Bangalore Urban,Yelahanka,Kattigenahalli Market 9,"Grocery, Pharmacy, Cafe",29348,183268,58590,6,8530,,No,12627.0,3603 (28.5%),25-44,0,3,0.6170730890789144
Bangalore Urban,Yelahanka,Yelahanka NES Industrial Area 9,"Supermarket, Electronics, Restaurant",43714,410530,17563,8,6547,,No,12627.0,3603 (28.5%),25-44,0,3,0.31297108383984384
Bangalore Urban,Yelahanka,Agrahara (Yelahanka) Layout 9,"Grocery, Pharmacy, Cafe",58102,287770,51060,7,2445,,No,12627.0,3603 (28.5%),25-44,0,3,0.292069229265013
Bangalore Urban,Yelahanka,Yelahanka New Town Main Road 9,"Real Estate, Supermarket, Cafes",94460,158496,44197,2,175,,No,12627.0,3603 (28.5%),25-44,0,3,0.32102421571155937
Bangalore Urban,Yelahanka,Attur Layout Extension 10,"Cafe, Restaurants, Furniture",109930,295001,18586,3,9648,,No,12627.0,3603 (28.5%),25-44,0,3,0.6063007666116942
Bangalore Urban,Yelahanka,Allalasandra Stage 10,"Grocery, Pharmacy, Cafe",26801,261531,31087,1,5977,,No,12627.0,3603 (28.5%),25-44,0,3,0.5552383767417186
Bangalore Urban,Yelahanka,Puttenahalli (Yelahanka) Phase 10,"Supermarket, Clothing, Pharmacy",92267,266693,63868,9,6885,,No,12627.0,3603 (28.5%),25-44,0,3,0.47287543981343416
Bangalore Urban,Yelahanka,Judicial Layout Block 10,"Boutique, Real Estate, Cafe",68136,433198,68583,7,5022,,No,12627.0,3603 (28.5%),25-44,0,3,0.4711298085200637
Bangalore Urban,Yelahanka,Singanayakanahalli Cross 10,"Agriculture, Nurseries, Grocery",43625,490177,38225,1,8190,,No,12627.0,3603 (28.5%),25-44,0,3,0.6789465696176491
Bangalore Urban,Yelahanka,Jakkur (Yelahanka) Market 10,"Education, Cafe, Fitness Center",102873,415196,44750,3,2430,,No,12627.0,3603 (28.5%),25-44,0,3,0.39071909135106153
Bangalore Urban,Yelahanka,Kogilu Industrial Area 10,"Real Estate, Supermarket, Electronics",92592,199362,21643,4,4786,,No,12627.0,3603 (28.5%),25-44,0,3,0.3749060962621481
Bangalore Urban,Yelahanka,Bagalur Layout 10,"Agriculture, Warehousing, Grocery",97052,46431,42523,4,2002,,No,12627.0,3603 (28.5%),25-44,0,3,0.332755508667655
Bangalore Urban,Yelahanka,Vidyaranyapura (Yelahanka) Main Road 10,"Grocery, Pharmacy, Cafe",64261,367120,51727,5,4770,,No,12627.0,3603 (28.5%),25-44,0,3,0.4577157719937951
Bangalore Urban,Anekal,Anekal Town,"Silk Sarees, Furniture, Restaurants",21542,258360,26005,3,7243,,No,12627.0,3603 (28.5%),25-44,0,3,0.5295345554923089
Bangalore Urban,Anekal,Attibele,"Industrial Supplies, Warehousing, Restaurants",41677,364855,58543,3,2159,,No,12627.0,3603 (28.5%),25-44,0,3,0.43130984298961694
Bangalore Urban,Anekal,Electronic City,"IT Parks, Restaurants, Clothing",66732,46385,15161,1,240,,No,12627.0,3603 (28.5%),25-34,0,3,0.24433578060587677
Bangalore Urban,Anekal,Chandapura,"Industrial Supplies, Grocery, Electronics",70343,451374,31029,7,1889,,No,12627.0,3603 (28.5%),25-44,0,3,0.1916794556943889
Bangalore Urban,Anekal,Jigani,"Industrial Supplies, Hardware, Restaurants",59081,436235,64745,1,116,,No,12627.0,3603 (28.5%),25-44,0,3,0.4273596032958561
Bangalore Urban,Anekal,Huskur,"Grocery, Pharmacy, Restaurants",82856,300783,29226,2,564,,No,12627.0,3603 (28.5%),25-44,0,3,0.2811065226790588
Bangalore Urban,Anekal,Begur,"Real Estate, Restaurants, Supermarket",113105,105530,78646,4,4571,,No,12627.0,3603 (28.5%),25-44,0,3,0.5821530699240519
Bangalore Urban,Anekal,Hulimangala,"Grocery, Pharmacy, Restaurants",108858,250983,75603,4,1927,,No,12627.0,3603 (28.5%),25-44,0,3,0.4551971929076102
Bangalore Urban,Anekal,Heelalige,"Warehousing, Grocery, Restaurants",39065,303707,43731,5,8811,,No,12627.0,3603 (28.5%),25-44,0,3,0.6036887594173903
Bangalore Urban,Anekal,Bannerghatta,"Resorts, Wildlife Tourism, Restaurants",103460,452557,58922,2,6056,,No,12627.0,3603 (28.5%),25-44,0,3,0.6336471748142116
Bangalore Urban,Anekal,Bommasandra,"Industrial Supplies, Electronics, Grocery",108092,397816,59848,4,189,,No,12627.0,3603 (28.5%),25-44,0,3,0.31947187701688495
Bangalore Urban,Anekal,Harapanahalli (Anekal),"Grocery, Pharmacy, Restaurants",74693,418992,18390,1,4915,,No,12627.0,3603 (28.5%),25-44,0,3,0.46063697798529546
Bangalore Urban,Anekal,Yamare,"Agriculture, Nurseries, Grocery",46962,449660,20997,2,2951,,No,12627.0,3603 (28.5%),25-44,0,3,0.354008897302061
Bangalore Urban,Anekal,Muthanallur,"Real Estate, Grocery, Restaurants",48295,482132,70506,1,2943,,No,12627.0,3603 (28.5%),25-44,0,3,0.5726314015281335
Bangalore Urban,Anekal,Sarjapur (Anekal),"Real Estate, Restaurants, Supermarket",33807,421927,27693,4,9217,22000.0,Planned,12627.0,3603 (28.5%),25-44,0,3,0.5912791873994075
Bangalore Urban,Anekal,Kasavanahalli,"Restaurants, Supermarket, Clothing",62348,225390,64815,4,6643,,No,12627.0,3603 (28.5%),25-44,0,3,0.6200185285596699
Bangalore Urban,Anekal,Harlur,"Real Estate, Restaurants, Supermarket",46432,365114,57092,7,6001,,No,12627.0,3603 (28.5%),25-44,0,3,0.4701864936330389
Bangalore Urban,Anekal,Kodathi,"Real Estate, Grocery, Restaurants",103285,263373,77539,9,1069,,No,12627.0,3603 (28.5%),25-44,0,3,0.27100341005721507
Bangalore Urban,Anekal,Dommasandra,"Restaurants, Grocery, Pharmacy",111792,367697,15541,9,1194,,No,12627.0,3603 (28.5%),25-44,0,3,0.040845942767839205
Bangalore Urban,Anekal,Basapura,"Electronics, Restaurants, Grocery",77854,181779,36817,5,6224,,No,12627.0,3603 (28.5%),25-44,0,3,0.46450944555716434
Bangalore Urban,Anekal,Anekal Town Extension 1,"Silk Sarees, Furniture, Restaurants",60262,190182,52861,1,7447,,No,12627.0,3603 (28.5%),25-44,0,3,0.7021416129461031
Bangalore Urban,Anekal,Attibele Stage 1,"Industrial Supplies, Warehousing, Restaurants",57080,212860,28428,1,3295,,No,12627.0,3603 (28.5%),25-44,0,3,0.42808340102528886
Bangalore Urban,Anekal,Electronic City Phase 1,"IT Parks, Restaurants, Clothing",21324,102879,58934,6,1504,,No,12627.0,3603 (28.5%),25-44,0,3,0.3117463236676583
Bangalore Urban,Anekal,Chandapura Block 1,"Industrial Supplies, Grocery, Electronics",111267,452043,65019,2,7040,,No,12627.0,3603 (28.5%),25-44,0,3,0.6997622646897264
Bangalore Urban,Anekal,Jigani Cross 1,"Industrial Supplies, Hardware, Restaurants",55909,258260,63831,8,4390,,No,12627.0,3603 (28.5%),25-44,0,3,0.39466727006672764
Bangalore Urban,Anekal,Huskur Market 1,"Grocery, Pharmacy, Restaurants",109339,418871,25258,9,4082,,No,12627.0,3603 (28.5%),25-44,0,3,0.2038140522984612
Bangalore Urban,Anekal,Begur Industrial Area 1,"Real Estate, Restaurants, Supermarket",39870,327003,72775,4,5655,,No,12627.0,3603 (28.5%),25-44,0,3,0.6071500959487571
Bangalore Urban,Anekal,Hulimangala Layout 1,"Grocery, Pharmacy, Restaurants",54578,466841,31044,5,8054,,No,12627.0,3603 (28.5%),25-44,0,3,0.5224364077900941
Bangalore Urban,Anekal,Heelalige Main Road 1,"Warehousing, Grocery, Restaurants",92124,334242,44411,8,4813,,No,12627.0,3603 (28.5%),25-44,0,3,0.3393257662477307
Bangalore Urban,Anekal,Bannerghatta Extension 2,"Resorts, Wildlife Tourism, Restaurants",46790,166323,20469,3,3192,,No,12627.0,3603 (28.5%),25-44,0,3,0.3316990849292718
Bangalore Urban,Anekal,Bommasandra Stage 2,"Industrial Supplies, Electronics, Grocery",45289,142413,43854,5,4259,,No,12627.0,3603 (28.5%),25-44,0,3,0.40549432600055735
Bangalore Urban,Anekal,Harapanahalli (Anekal) Phase 2,"Grocery, Pharmacy, Restaurants",75129,282670,21256,3,6408,,No,12627.0,3603 (28.5%),25-44,0,3,0.47504508168685744
Bangalore Urban,Anekal,Yamare Block 2,"Agriculture, Nurseries, Grocery",113714,350904,73550,3,7578,,No,12627.0,3603 (28.5%),25-44,0,3,0.7248415367371343
Bangalore Urban,Anekal,Muthanallur Cross 2,"Real Estate, Grocery, Restaurants",114246,67837,25720,3,8576,,No,12627.0,3603 (28.5%),25-44,0,3,0.5866272696356226
Bangalore Urban,Anekal,Sarjapur (Anekal) Market 2,"Real Estate, Restaurants, Supermarket",35485,280550,48937,7,5033,22000.0,Planned,12627.0,3603 (28.5%),25-44,0,3,0.3969486104184824
Bangalore Urban,Anekal,Kasavanahalli Industrial Area 2,"Restaurants, Supermarket, Clothing",64482,293680,48598,7,5026,,No,12627.0,3603 (28.5%),25-44,0,3,0.3953547994344463
Bangalore Urban,Anekal,Harlur Layout 2,"Real Estate, Restaurants, Supermarket",106188,48541,16651,7,9479,,No,12627.0,3603 (28.5%),25-44,0,3,0.4682869207531949
Bangalore Urban,Anekal,Kodathi Main Road 2,"Real Estate, Grocery, Restaurants",24748,99083,65288,8,4069,,No,12627.0,3603 (28.5%),25-44,0,3,0.386195021687199
Bangalore Urban,Anekal,Dommasandra Extension 3,"Restaurants, Grocery, Pharmacy",106769,464243,34194,5,3065,,No,12627.0,3603 (28.5%),25-44,0,3,0.3166736819888186
Bangalore Urban,Anekal,Basapura Stage 3,"Electronics, Restaurants, Grocery",29435,54531,40051,5,4419,,No,12627.0,3603 (28.5%),25-44,0,3,0.39802451651384674
Bangalore Urban,Anekal,Anekal Town Phase 3,"Silk Sarees, Furniture, Restaurants",23709,290856,42386,4,9075,,No,12627.0,3603 (28.5%),25-44,0,3,0.6409201522684383
Bangalore Urban,Anekal,Attibele Block 3,"Industrial Supplies, Warehousing, Restaurants",50355,386245,24518,7,7208,,No,12627.0,3603 (28.5%),25-44,0,3,0.3990713878746117
Bangalore Urban,Anekal,Electronic City Cross 3,"IT Parks, Restaurants, Clothing",75771,347599,61026,4,9241,,No,12627.0,3603 (28.5%),25-44,0,3,0.71900298884182
Bangalore Urban,Anekal,Chandapura Market 3,"Industrial Supplies, Grocery, Electronics",77799,94744,31184,2,4039,,No,12627.0,3603 (28.5%),25-44,0,3,0.4402061815631557
Bangalore Urban,Anekal,Jigani Industrial Area 3,"Industrial Supplies, Hardware, Restaurants",33116,272859,48787,4,144,,No,12627.0,3603 (28.5%),25-44,0,3,0.27547251063174805
Bangalore Urban,Anekal,Huskur Layout 3,"Grocery, Pharmacy, Restaurants",45470,149749,36621,8,1910,,No,12627.0,3603 (28.5%),25-44,0,3,0.1830262496904805
Bangalore Urban,Anekal,Begur Main Road 3,"Real Estate, Restaurants, Supermarket",62344,287253,25028,9,4666,,No,12627.0,3603 (28.5%),25-44,0,3,0.2284273523094658
Bangalore Urban,Anekal,Hulimangala Extension 4,"Grocery, Pharmacy, Restaurants",62918,331412,27448,3,9121,,No,12627.0,3603 (28.5%),25-44,0,3,0.6169795464266349
Bangalore Urban,Anekal,Heelalige Stage 4,"Warehousing, Grocery, Restaurants",72224,251809,74792,7,2009,,No,12627.0,3603 (28.5%),25-44,0,3,0.36323039686285563
Bangalore Urban,Anekal,Bannerghatta Phase 4,"Resorts, Wildlife Tourism, Restaurants",59298,336759,60253,9,6464,,No,12627.0,3603 (28.5%),25-44,0,3,0.4407636447870594
Bangalore Urban,Anekal,Bommasandra Block 4,"Industrial Supplies, Electronics, Grocery",100219,102503,49051,4,2681,,No,12627.0,3603 (28.5%),25-44,0,3,0.38719749661530245
Bangalore Urban,Anekal,Harapanahalli (Anekal) Cross 4,"Grocery, Pharmacy, Restaurants",81629,274346,64811,3,791,,No,12627.0,3603 (28.5%),25-44,0,3,0.39542700194261327
Bangalore Urban,Anekal,Yamare Market 4,"Agriculture, Nurseries, Grocery",86040,442975,45447,5,1031,,No,12627.0,3603 (28.5%),25-44,0,3,0.2706693996686902
Bangalore Urban,Anekal,Muthanallur Industrial Area 4,"Real Estate, Grocery, Restaurants",119518,105708,77510,1,8010,,No,12627.0,3603 (28.5%),25-44,0,3,0.8203868063810137
Bangalore Urban,Anekal,Sarjapur (Anekal) Layout 4,"Real Estate, Restaurants, Supermarket",119835,211184,33394,3,6482,22000.0,Planned,12627.0,3603 (28.5%),25-44,0,3,0.5244030429127947
Bangalore Urban,Anekal,Kasavanahalli Main Road 4,"Restaurants, Supermarket, Clothing",48016,122471,72742,8,3506,,No,12627.0,3603 (28.5%),25-44,0,3,0.38995179831133975
Bangalore Urban,Anekal,Harlur Extension 5,"Real Estate, Restaurants, Supermarket",43960,274225,49501,8,8439,,No,12627.0,3603 (28.5%),25-44,0,3,0.5169181141253757
Bangalore Urban,Anekal,Kodathi Stage 5,"Real Estate, Grocery, Restaurants",53591,177661,45254,4,1132,,No,12627.0,3603 (28.5%),25-44,0,3,0.3051650008525857
Bangalore Urban,Anekal,Dommasandra Phase 5,"Restaurants, Grocery, Pharmacy",102848,181087,33509,2,1411,,No,12627.0,3603 (28.5%),25-44,0,3,0.3343487562520142
Bangalore Urban,Anekal,Basapura Block 5,"Electronics, Restaurants, Grocery",87641,180081,66323,8,8679,,No,12627.0,3603 (28.5%),25-44,0,3,0.5913215168480935
Bangalore Urban,Anekal,Anekal Town Cross 5,"Silk Sarees, Furniture, Restaurants",56395,365453,72418,8,3221,,No,12627.0,3603 (28.5%),25-44,0,3,0.376282303129828
Bangalore Urban,Anekal,Attibele Market 5,"Industrial Supplies, Warehousing, Restaurants",42700,408590,63998,4,1973,,No,12627.0,3603 (28.5%),25-44,0,3,0.4131019391756299
Bangalore Urban,Anekal,Electronic City Industrial Area 5,"IT Parks, Restaurants, Clothing",54620,213118,29472,3,9207,,No,12627.0,3603 (28.5%),25-44,0,3,0.6284246907721078
Bangalore Urban,Anekal,Chandapura Layout 5,"Industrial Supplies, Grocery, Electronics",40559,388805,60657,2,6881,,No,12627.0,3603 (28.5%),25-44,0,3,0.6762460285796543
Bangalore Urban,Anekal,Jigani Main Road 5,"Industrial Supplies, Hardware, Restaurants",113045,177215,18471,9,3848,,No,12627.0,3603 (28.5%),25-44,0,3,0.16780881024528924
Bangalore Urban,Anekal,Huskur Extension 6,"Grocery, Pharmacy, Restaurants",113396,26154,56796,1,377,,No,12627.0,3603 (28.5%),25-44,0,3,0.4085415481541601
Bangalore Urban,Anekal,Begur Stage 6,"Real Estate, Restaurants, Supermarket",81642,172876,69776,7,1959,,No,12627.0,3603 (28.5%),25-44,0,3,0.34198580698813086
Bangalore Urban,Anekal,Hulimangala Phase 6,"Grocery, Pharmacy, Restaurants",96539,454904,72843,5,6029,,No,12627.0,3603 (28.5%),25-44,0,3,0.5929097677797671
Bangalore Urban,Anekal,Heelalige Block 6,"Warehousing, Grocery, Restaurants",41732,84288,45268,8,6892,,No,12627.0,3603 (28.5%),25-44,0,3,0.4333159603410266
Bangalore Urban,Anekal,Bannerghatta Cross 6,"Resorts, Wildlife Tourism, Restaurants",111362,71195,23329,4,4813,,No,12627.0,3603 (28.5%),25-44,0,3,0.38249180608561917
Bangalore Urban,Anekal,Bommasandra Market 6,"Industrial Supplies, Electronics, Grocery",50354,302725,49865,7,4775,,No,12627.0,3603 (28.5%),25-44,0,3,0.38921548216396384
Bangalore Urban,Anekal,Harapanahalli (Anekal) Industrial Area 6,"Grocery, Pharmacy, Restaurants",33843,465864,61850,5,1270,,No,12627.0,3603 (28.5%),25-44,0,3,0.34343682166707146
Bangalore Urban,Anekal,Yamare Layout 6,"Agriculture, Nurseries, Grocery",91726,312231,69220,5,8781,,No,12627.0,3603 (28.5%),25-44,0,3,0.6992460687864805
Bangalore Urban,Anekal,Muthanallur Main Road 6,"Real Estate, Grocery, Restaurants",37640,201002,61698,9,9474,,No,12627.0,3603 (28.5%),25-44,0,3,0.5776198482586165
Bangalore Urban,Anekal,Sarjapur (Anekal) Extension 7,"Real Estate, Restaurants, Supermarket",72528,184053,43272,9,5408,22000.0,Planned,12627.0,3603 (28.5%),25-44,0,3,0.3301434921041768
Bangalore Urban,Anekal,Kasavanahalli Stage 7,"Restaurants, Supermarket, Clothing",58413,89298,57845,9,2562,,No,12627.0,3603 (28.5%),25-44,0,3,0.2613183763671978
Bangalore Urban,Anekal,Harlur Phase 7,"Real Estate, Restaurants, Supermarket",72638,328311,21397,6,9922,,No,12627.0,3603 (28.5%),25-44,0,3,0.5364781743289909
Bangalore Urban,Anekal,Kodathi Block 7,"Real Estate, Grocery, Restaurants",72736,226376,47373,6,387,,No,12627.0,3603 (28.5%),25-44,0,3,0.2190617467771597
Bangalore Urban,Anekal,Dommasandra Cross 7,"Restaurants, Grocery, Pharmacy",88866,456624,78468,5,6053,,No,12627.0,3603 (28.5%),25-44,0,3,0.6153340462369074
Bangalore Urban,Anekal,Basapura Market 7,"Electronics, Restaurants, Grocery",39087,59499,50525,9,4382,,No,12627.0,3603 (28.5%),25-44,0,3,0.31292980157655415
Bangalore Urban,Anekal,Anekal Town Industrial Area 7,"Silk Sarees, Furniture, Restaurants",61430,407960,68072,8,2007,,No,12627.0,3603 (28.5%),25-44,0,3,0.30678375344326025
Bangalore Urban,Anekal,Attibele Layout 7,"Industrial Supplies, Warehousing, Restaurants",44504,465485,39570,7,1261,,No,12627.0,3603 (28.5%),25-44,0,3,0.19673041038420772
Bangalore Urban,Anekal,Electronic City Main Road 7,"IT Parks, Restaurants, Clothing",27114,189631,33284,7,229,,No,12627.0,3603 (28.5%),25-44,0,3,0.12780220547907054
Bangalore Urban,Anekal,Chandapura Extension 8,"Industrial Supplies, Grocery, Electronics",98859,265198,33994,6,6437,,No,12627.0,3603 (28.5%),25-44,0,3,0.4322558800782015
Bangalore Urban,Anekal,Jigani Stage 8,"Industrial Supplies, Hardware, Restaurants",119657,487535,38284,5,2463,,No,12627.0,3603 (28.5%),25-44,0,3,0.3059440831002135
Bangalore Urban,Anekal,Huskur Phase 8,"Grocery, Pharmacy, Restaurants",30975,262997,76330,4,8251,,No,12627.0,3603 (28.5%),25-44,0,3,0.7339568887430211
Bangalore Urban,Anekal,Begur Block 8,"Real Estate, Restaurants, Supermarket",31023,116347,32833,3,6083,,No,12627.0,3603 (28.5%),25-44,0,3,0.504857594296739
Bangalore Urban,Anekal,Hulimangala Cross 8,"Grocery, Pharmacy, Restaurants",41447,330931,40122,3,243,,No,12627.0,3603 (28.5%),25-44,0,3,0.27768443683767985
Bangalore Urban,Anekal,Heelalige Market 8,"Warehousing, Grocery, Restaurants",110469,317632,79813,6,8307,,No,12627.0,3603 (28.5%),25-44,0,3,0.6879951398793415
Bangalore Urban,Anekal,Bannerghatta Industrial Area 8,"Resorts, Wildlife Tourism, Restaurants",43959,356585,20017,4,7569,,No,12627.0,3603 (28.5%),25-44,0,3,0.49018458055720904
Bangalore Urban,Anekal,Bommasandra Layout 8,"Industrial Supplies, Electronics, Grocery",86203,225735,31370,6,344,,No,12627.0,3603 (28.5%),25-44,0,3,0.15636843874935544
Bangalore Urban,Anekal,Harapanahalli (Anekal) Main Road 8,"Grocery, Pharmacy, Restaurants",49703,42431,44252,3,1026,,No,12627.0,3603 (28.5%),25-44,0,3,0.32755208296733995
Bangalore Urban,Anekal,Yamare Extension 9,"Agriculture, Nurseries, Grocery",29337,343825,77812,4,3278,,No,12627.0,3603 (28.5%),25-44,0,3,0.5225534980119814
Bangalore Urban,Anekal,Muthanallur Stage 9,"Real Estate, Grocery, Restaurants",66427,214555,22999,9,2276,,No,12627.0,3603 (28.5%),25-44,0,3,0.11641027189318334
Bangalore Urban,Anekal,Sarjapur (Anekal) Phase 9,"Real Estate, Restaurants, Supermarket",81529,142720,37436,5,5102,22000.0,Planned,12627.0,3603 (28.5%),25-44,0,3,0.41789466515378637
Bangalore Urban,Anekal,Kasavanahalli Block 9,"Restaurants, Supermarket, Clothing",104665,69153,57963,7,986,,No,12627.0,3603 (28.5%),25-44,0,3,0.2546281055270173
Bangalore Urban,Anekal,Harlur Cross 9,"Real Estate, Restaurants, Supermarket",51921,288512,17096,2,8632,,No,12627.0,3603 (28.5%),25-44,0,3,0.5871183703738667
Bangalore Urban,Anekal,Kodathi Market 9,"Real Estate, Grocery, Restaurants",53307,440640,79404,5,3498,,No,12627.0,3603 (28.5%),25-44,0,3,0.5073838855586299
Bangalore Urban,Anekal,Dommasandra Industrial Area 9,"Restaurants, Grocery, Pharmacy",47355,394504,63201,9,8597,,No,12627.0,3603 (28.5%),25-44,0,3,0.5450570367522097
Bangalore Urban,Anekal,Basapura Layout 9,"Electronics, Restaurants, Grocery",24835,196076,40279,3,9199,,No,12627.0,3603 (28.5%),25-44,0,3,0.6691457068926897
Bangalore Urban,Anekal,Anekal Town Main Road 9,"Silk Sarees, Furniture, Restaurants",40159,497085,70556,9,2754,,No,12627.0,3603 (28.5%),25-44,0,3,0.31800377272391955
Bangalore Urban,Anekal,Attibele Extension 10,"Industrial Supplies, Warehousing, Restaurants",67605,239724,58363,6,7492,,No,12627.0,3603 (28.5%),25-44,0,3,0.5709092225270759
Bangalore Urban,Anekal,Electronic City Stage 10,"IT Parks, Restaurants, Clothing",58088,394899,63709,4,1471,,No,12627.0,3603 (28.5%),25-44,0,3,0.39009497514905
Bangalore Urban,Anekal,Chandapura Phase 10,"Industrial Supplies, Grocery, Electronics",98752,76985,41201,7,7235,,No,12627.0,3603 (28.5%),25-44,0,3,0.4636506355286778
Bangalore Urban,Anekal,Jigani Block 10,"Industrial Supplies, Hardware, Restaurants",75284,332213,34715,8,420,,No,12627.0,3603 (28.5%),25-44,0,3,0.11075509978209327
Bangalore Urban,Anekal,Huskur Cross 10,"Grocery, Pharmacy, Restaurants",77043,334470,44309,6,4754,,No,12627.0,3603 (28.5%),25-44,0,3,0.3980055000210363
Bangalore Urban,Anekal,Begur Market 10,"Real Estate, Restaurants, Supermarket",55547,128737,30078,5,5400,,No,12627.0,3603 (28.5%),25-44,0,3,0.4029373869685945
Bangalore Urban,Anekal,Hulimangala Industrial Area 10,"Grocery, Pharmacy, Restaurants",117007,232133,71614,6,6861,,No,12627.0,3603 (28.5%),25-44,0,3,0.5937287997058274
Bangalore Urban,Anekal,Heelalige Layout 10,"Warehousing, Grocery, Restaurants",102844,174470,20105,5,6954,,No,12627.0,3603 (28.5%),25-44,0,3,0.4328575627294443
Bangalore Urban,Anekal,Bannerghatta Main Road 10,"Resorts, Wildlife Tourism, Restaurants",47532,249465,67130,8,5605,,No,12627.0,3603 (28.5%),25-44,0,3,0.4602305177904512
Bangalore Urban,RR Nagar / Yeshwanthpur,Yeshwanthpur,"Wholesale Market, Electronics, Clothing",54349,70861,44312,1,9423,,No,12627.0,3603 (28.5%),25-44,0,3,0.75589070510327
Bangalore Urban,RR Nagar / Yeshwanthpur,Mathikere (West),"Cafe, Bookstore, Fitness",65445,358041,17839,7,6653,,No,12627.0,3603 (28.5%),25-44,0,3,0.3494672532775134
Bangalore Urban,RR Nagar / Yeshwanthpur,Gokula,"Cafe, Grocery, Pharmacy",25713,232977,18384,2,4142,,No,12627.0,3603 (28.5%),25-44,0,3,0.3960571720725865
Bangalore Urban,RR Nagar / Yeshwanthpur,Muthyala Nagar,"Grocery, Pharmacy, Restaurants",76178,147118,58619,9,9109,,No,12627.0,3603 (28.5%),25-44,0,3,0.5499890246466144
Bangalore Urban,RR Nagar / Yeshwanthpur,Yeshwanthpur Industrial Suburb,"Industrial Supplies, Hardware, Machinery",69407,350721,57821,1,7598,,No,12627.0,3603 (28.5%),25-44,0,3,0.7275813038169818
Bangalore Urban,RR Nagar / Yeshwanthpur,HMT Layout,"Grocery, Pharmacy, Cafe",90340,216713,75200,6,6736,,No,12627.0,3603 (28.5%),25-44,0,3,0.6019014345780052
Bangalore Urban,RR Nagar / Yeshwanthpur,Muneshwara Nagar,"Grocery, Restaurants, Pharmacy",70990,29078,28493,9,7462,,No,12627.0,3603 (28.5%),25-44,0,3,0.36362066880628285
Bangalore Urban,RR Nagar / Yeshwanthpur,Sondekoppa Road (fringe),"Warehousing, Transport, Hardware",95672,438219,32069,1,111,,No,12627.0,3603 (28.5%),25-44,0,3,0.3029618307405568
Bangalore Urban,RR Nagar / Yeshwanthpur,Malleshwaram (West),"Cafe, Clothing Store, Books",85545,344912,61907,4,294,28000.0,Yes,12627.0,3603 (28.5%),25-44,1,3,0.3935215360443688
Bangalore Urban,RR Nagar / Yeshwanthpur,Subramanya Nagar,"Grocery, Pharmacy, Cafe",104791,71047,22531,4,2637,,No,12627.0,3603 (28.5%),25-44,0,3,0.28449248305064223
Bangalore Urban,RR Nagar / Yeshwanthpur,Mahalakshmi Layout (West),"Cafe, Supermarket, Pharmacy",78141,353770,52051,9,2942,,No,12627.0,3603 (28.5%),25-44,0,3,0.2558835200036731
Bangalore Urban,RR Nagar / Yeshwanthpur,Nandini Layout (West),"Grocery, Electronics, Restaurant",43793,339804,22736,5,2329,,No,12627.0,3603 (28.5%),25-44,0,3,0.24100843311559697
Bangalore Urban,RR Nagar / Yeshwanthpur,Srirampura,"Clothing Store, Grocery, Pharmacy",76570,255458,22710,5,3109,,No,12627.0,3603 (28.5%),25-44,0,3,0.2749509825632852
Bangalore Urban,RR Nagar / Yeshwanthpur,Goraguntepalya,"Automotive, Hardware, Industrial",115084,463002,16619,6,8084,,No,12627.0,3603 (28.5%),25-44,0,3,0.43810479599780916
Bangalore Urban,RR Nagar / Yeshwanthpur,Peenya 2nd Stage (adjacent),"Industrial Supplies, Machinery, Hardware",57892,415141,28975,1,2177,,No,12627.0,3603 (28.5%),25-44,0,3,0.38136956798229216
Bangalore Urban,RR Nagar / Yeshwanthpur,Soap Factory,"Retail, Grocery, Pharmacy",21015,235048,77424,1,7945,,No,12627.0,3603 (28.5%),25-44,0,3,0.8172231982310962
Bangalore Urban,RR Nagar / Yeshwanthpur,YPR Railway Colony,"Grocery, Pharmacy, Cafe",81813,256293,60603,9,3967,,No,12627.0,3603 (28.5%),25-44,0,3,0.3331177716328959
Bangalore Urban,RR Nagar / Yeshwanthpur,MES Road,"Automotive, Hardware, Grocery",47712,137832,38252,3,4973,,No,12627.0,3603 (28.5%),25-44,0,3,0.4770081075153637
Bangalore Urban,RR Nagar / Yeshwanthpur,Hesaraghatta Cross (fringe),"Agriculture, Nurseries, Grocery",28415,412550,30261,4,8735,,No,12627.0,3603 (28.5%),25-44,0,3,0.5800026193866442
Bangalore Urban,RR Nagar / Yeshwanthpur,Rajajinagar (West),"Electronics, Supermarket, Pharmacy",82292,145150,16431,1,397,,No,12627.0,3603 (28.5%),25-44,0,3,0.256014113127503
